,date,visitor_team,visitor_team_points,home_team,home_team_points,attendance,arena
1871,20160321,Golden State Warriors,109,Minnesota Timberwolves,104,"19,452",Target Center
1872,20160321,Memphis Grizzlies,103,Phoenix Suns,97,"15,868",Talking Stick Resort Arena
1873,20160322,Charlotte Hornets,105,Brooklyn Nets,100,"15,739",Barclays Center
1874,20160322,Miami Heat,113,New Orleans Pelicans,99,"16,867",Smoothie King Center
1875,20160322,Houston Rockets,107,Oklahoma City Thunder,111,"18,203",Chesapeake Energy Arena
1876,20160322,Memphis Grizzlies,100,Los Angeles Lakers,107,"18,997",STAPLES Center
1877,20160323,Milwaukee Bucks,104,Cleveland Cavaliers,113,"20,562",Quicken Loans Arena
1878,20160323,Atlanta Hawks,122,Washington Wizards,101,"18,807",Verizon Center
1879,20160323,Toronto Raptors,79,Boston Celtics,91,"18,624",TD Garden
1880,20160323,Orlando Magic,102,Detroit Pistons,118,"16,609",The Palace of Auburn Hills
1881,20160323,New York Knicks,115,Chicago Bulls,107,"21,788",United Center
1882,20160323,Utah Jazz,89,Houston Rockets,87,"18,151",Toyota Center
1883,20160323,Sacramento Kings,104,Minnesota Timberwolves,113,"12,151",Target Center
1884,20160323,Miami Heat,88,San Antonio Spurs,112,"18,418",AT&T Center
1885,20160323,Philadelphia 76ers,103,Denver Nuggets,104,"10,684",Pepsi Center
1886,20160323,Los Angeles Lakers,107,Phoenix Suns,119,"18,191",Talking Stick Resort Arena
1887,20160323,Dallas Mavericks,103,Portland Trail Blazers,109,"19,819",Moda Center
1888,20160323,Los Angeles Clippers,98,Golden State Warriors,114,"19,596",Oracle Arena
1889,20160324,New Orleans Pelicans,84,Indiana Pacers,92,"17,517",Bankers Life Fieldhouse
1890,20160324,Cleveland Cavaliers,95,Brooklyn Nets,104,"17,732",Barclays Center
1891,20160324,Chicago Bulls,94,New York Knicks,106,"19,812",Madison Square Garden (IV)
1892,20160324,Utah Jazz,91,Oklahoma City Thunder,113,"18,203",Chesapeake Energy Arena
1893,20160324,Portland Trail Blazers,94,Los Angeles Clippers,96,"19,359",STAPLES Center
1894,20160325,Minnesota Timberwolves,132,Washington Wizards,129,"20,356",Verizon Center
1895,20160325,Charlotte Hornets,105,Detroit Pistons,112,"17,209",The Palace of Auburn Hills
1896,20160325,Milwaukee Bucks,90,Atlanta Hawks,101,"17,070",Philips Arena
1897,20160325,Toronto Raptors,109,Houston Rockets,112,"18,230",Toyota Center
1898,20160325,Orlando Magic,97,Miami Heat,108,"19,918",AmericanAirlines Arena
1899,20160325,Memphis Grizzlies,104,San Antonio Spurs,110,"18,418",AT&T Center
1900,20160325,Phoenix Suns,94,Sacramento Kings,116,"17,317",Sleep Train Arena
1901,20160325,Dallas Mavericks,120,Golden State Warriors,128,"19,596",Oracle Arena
1902,20160325,Denver Nuggets,116,Los Angeles Lakers,105,"18,997",STAPLES Center
1903,20160326,Indiana Pacers,110,Brooklyn Nets,120,"16,625",Barclays Center
1904,20160326,Toronto Raptors,115,New Orleans Pelicans,91,"17,009",Smoothie King Center
1905,20160326,Chicago Bulls,89,Orlando Magic,111,"18,846",Amway Center
1906,20160326,Atlanta Hawks,112,Detroit Pistons,95,"17,857",The Palace of Auburn Hills
1907,20160326,Cleveland Cavaliers,107,New York Knicks,93,"19,812",Madison Square Garden (IV)
1908,20160326,Utah Jazz,93,Minnesota Timberwolves,84,"14,694",Target Center
1909,20160326,San Antonio Spurs,92,Oklahoma City Thunder,111,"18,203",Chesapeake Energy Arena
1910,20160326,Charlotte Hornets,115,Milwaukee Bucks,91,"15,544",BMO Harris Bradley Center
1911,20160326,Boston Celtics,102,Phoenix Suns,99,"18,055",Talking Stick Resort Arena
1912,20160326,Philadelphia 76ers,105,Portland Trail Blazers,108,"19,506",Moda Center
1913,20160327,Denver Nuggets,90,Los Angeles Clippers,105,"19,060",STAPLES Center
1914,20160327,Houston Rockets,101,Indiana Pacers,104,"17,165",Bankers Life Fieldhouse
1915,20160327,Dallas Mavericks,111,Sacramento Kings,133,"17,147",Sleep Train Arena
1916,20160327,Philadelphia 76ers,105,Golden State Warriors,117,"19,596",Oracle Arena
1917,20160327,Washington Wizards,101,Los Angeles Lakers,88,"18,997",STAPLES Center
1918,20160328,Brooklyn Nets,99,Miami Heat,110,"20,003",AmericanAirlines Arena
1919,20160328,Oklahoma City Thunder,119,Toronto Raptors,100,"19,800",Air Canada Centre
1920,20160328,Atlanta Hawks,102,Chicago Bulls,100,"21,761",United Center
1921,20160328,San Antonio Spurs,101,Memphis Grizzlies,87,"17,133",FedEx Forum
1922,20160328,Phoenix Suns,116,Minnesota Timberwolves,121,"11,141",Target Center
1923,20160328,New York Knicks,91,New Orleans Pelicans,99,"17,000",Smoothie King Center
1924,20160328,Dallas Mavericks,97,Denver Nuggets,88,"14,844",Pepsi Center
1925,20160328,Los Angeles Lakers,75,Utah Jazz,123,"19,911",Vivint Smart Home Arena
1926,20160328,Sacramento Kings,93,Portland Trail Blazers,105,"19,393",Moda Center
1927,20160328,Boston Celtics,90,Los Angeles Clippers,114,"19,258",STAPLES Center
1928,20160329,Chicago Bulls,98,Indiana Pacers,96,"17,050",Bankers Life Fieldhouse
1929,20160329,Brooklyn Nets,105,Orlando Magic,139,"17,536",Amway Center
1930,20160329,Charlotte Hornets,100,Philadelphia 76ers,85,"14,486",Wells Fargo Center
1931,20160329,Oklahoma City Thunder,82,Detroit Pistons,88,"18,201",The Palace of Auburn Hills
1932,20160329,Houston Rockets,106,Cleveland Cavaliers,100,"20,562",Quicken Loans Arena
1933,20160329,Washington Wizards,94,Golden State Warriors,102,"19,596",Oracle Arena
1934,20160330,Atlanta Hawks,97,Toronto Raptors,105,"19,800",Air Canada Centre
1935,20160330,Denver Nuggets,109,Memphis Grizzlies,105,"16,401",FedEx Forum
1936,20160330,Phoenix Suns,94,Milwaukee Bucks,105,"15,733",BMO Harris Bradley Center
1937,20160330,Los Angeles Clippers,99,Minnesota Timberwolves,79,"12,252",Target Center
1938,20160330,New York Knicks,89,Dallas Mavericks,91,"20,435",American Airlines Center
1939,20160330,New Orleans Pelicans,92,San Antonio Spurs,100,"18,418",AT&T Center
1940,20160330,Golden State Warriors,103,Utah Jazz,96,"19,911",Vivint Smart Home Arena
1941,20160330,Washington Wizards,111,Sacramento Kings,120,"17,185",Sleep Train Arena
1942,20160330,Miami Heat,100,Los Angeles Lakers,102,"18,997",STAPLES Center
1943,20160331,Brooklyn Nets,87,Cleveland Cavaliers,107,"20,562",Quicken Loans Arena
1944,20160331,Chicago Bulls,103,Houston Rockets,100,"18,244",Toyota Center
1945,20160331,Orlando Magic,114,Indiana Pacers,94,"17,234",Bankers Life Fieldhouse
1946,20160331,Denver Nuggets,95,New Orleans Pelicans,101,"16,269",Smoothie King Center
1947,20160331,Los Angeles Clippers,117,Oklahoma City Thunder,119,"18,203",Chesapeake Energy Arena
1948,20160331,Boston Celtics,109,Portland Trail Blazers,116,"19,393",Moda Center
1949,20160401,Philadelphia 76ers,91,Charlotte Hornets,100,"19,244",Time Warner Cable Arena
1950,20160401,Dallas Mavericks,98,Detroit Pistons,89,"19,031",The Palace of Auburn Hills
1951,20160401,Brooklyn Nets,91,New York Knicks,105,"19,812",Madison Square Garden (IV)
1952,20160401,Cleveland Cavaliers,110,Atlanta Hawks,108,"19,427",Philips Arena
1953,20160401,Toronto Raptors,99,Memphis Grizzlies,95,"17,077",FedEx Forum
1954,20160401,Orlando Magic,110,Milwaukee Bucks,113,"16,268",BMO Harris Bradley Center
1955,20160401,Minnesota Timberwolves,85,Utah Jazz,98,"19,911",Vivint Smart Home Arena
1956,20160401,Miami Heat,112,Sacramento Kings,106,"17,317",Sleep Train Arena
1957,20160401,Boston Celtics,109,Golden State Warriors,106,"19,596",Oracle Arena
1958,20160401,Washington Wizards,106,Phoenix Suns,99,"17,345",Talking Stick Resort Arena
1959,20160402,Indiana Pacers,115,Philadelphia 76ers,102,"19,213",Wells Fargo Center
1960,20160402,Detroit Pistons,94,Chicago Bulls,90,"22,197",United Center
1961,20160402,Toronto Raptors,95,San Antonio Spurs,102,"18,418",AT&T Center
1962,20160402,Sacramento Kings,115,Denver Nuggets,106,"15,607",Pepsi Center
1963,20160402,Miami Heat,93,Portland Trail Blazers,110,"19,633",Moda Center
1964,20160403,New Orleans Pelicans,106,Brooklyn Nets,87,"16,329",Barclays Center
1965,20160403,Charlotte Hornets,103,Cleveland Cavaliers,112,"20,562",Quicken Loans Arena
1966,20160403,Oklahoma City Thunder,110,Houston Rockets,118,"18,462",Toyota Center
1967,20160403,Washington Wizards,109,Los Angeles Clippers,114,"19,060",STAPLES Center
1968,20160403,Dallas Mavericks,88,Minnesota Timberwolves,78,"16,117",Target Center
1969,20160403,Memphis Grizzlies,107,Orlando Magic,119,"17,741",Amway Center
1970,20160403,Utah Jazz,101,Phoenix Suns,86,"17,279",Talking Stick Resort Arena
1971,20160403,Chicago Bulls,102,Milwaukee Bucks,98,"15,768",BMO Harris Bradley Center
1972,20160403,Indiana Pacers,92,New York Knicks,87,"19,812",Madison Square Garden (IV)
1973,20160403,Portland Trail Blazers,111,Golden State Warriors,136,"19,596",Oracle Arena
1974,20160403,Boston Celtics,107,Los Angeles Lakers,100,"18,997",STAPLES Center
1975,20160405,New Orleans Pelicans,93,Philadelphia 76ers,107,"10,978",Wells Fargo Center
1976,20160405,Charlotte Hornets,90,Toronto Raptors,96,"19,800",Air Canada Centre
1977,20160405,Phoenix Suns,90,Atlanta Hawks,103,"15,176",Philips Arena
1978,20160405,Chicago Bulls,92,Memphis Grizzlies,108,"17,591",FedEx Forum
1979,20160405,Detroit Pistons,89,Miami Heat,107,"19,621",AmericanAirlines Arena
1980,20160405,Cleveland Cavaliers,109,Milwaukee Bucks,80,"15,061",BMO Harris Bradley Center
1981,20160405,Oklahoma City Thunder,124,Denver Nuggets,102,"12,611",Pepsi Center
1982,20160405,San Antonio Spurs,88,Utah Jazz,86,"19,381",Vivint Smart Home Arena
1983,20160405,Portland Trail Blazers,115,Sacramento Kings,107,"17,317",Sleep Train Arena
1984,20160405,Minnesota Timberwolves,124,Golden State Warriors,117,"19,596",Oracle Arena
1985,20160405,Los Angeles Lakers,81,Los Angeles Clippers,103,"19,537",STAPLES Center
1986,20160406,Cleveland Cavaliers,109,Indiana Pacers,123,"18,165",Bankers Life Fieldhouse
1987,20160406,Detroit Pistons,108,Orlando Magic,104,"16,553",Amway Center
1988,20160406,Brooklyn Nets,103,Washington Wizards,121,"16,846",Verizon Center
1989,20160406,New Orleans Pelicans,97,Boston Celtics,104,"18,624",TD Garden
1990,20160406,Charlotte Hornets,111,New York Knicks,97,"19,812",Madison Square Garden (IV)
1991,20160406,Houston Rockets,86,Dallas Mavericks,88,"20,108",American Airlines Center
1992,20160406,Oklahoma City Thunder,115,Portland Trail Blazers,120,"19,393",Moda Center
1993,20160406,Los Angeles Clippers,91,Los Angeles Lakers,81,"18,997",STAPLES Center
1994,20160407,Toronto Raptors,87,Atlanta Hawks,95,"17,864",Philips Arena
1995,20160407,Phoenix Suns,124,Houston Rockets,115,"18,227",Toyota Center
1996,20160407,Chicago Bulls,98,Miami Heat,106,"19,771",AmericanAirlines Arena
1997,20160407,Minnesota Timberwolves,105,Sacramento Kings,97,"17,317",Sleep Train Arena
1998,20160407,San Antonio Spurs,101,Golden State Warriors,112,"19,596",Oracle Arena
1999,20160408,Brooklyn Nets,99,Charlotte Hornets,113,"18,337",Time Warner Cable Arena
2000,20160408,Miami Heat,109,Orlando Magic,112,"18,152",Amway Center
2001,20160408,New York Knicks,109,Philadelphia 76ers,102,"16,076",Wells Fargo Center
2002,20160408,Milwaukee Bucks,109,Boston Celtics,124,"18,624",TD Garden
2003,20160408,Washington Wizards,99,Detroit Pistons,112,"18,207",The Palace of Auburn Hills
2004,20160408,Indiana Pacers,98,Toronto Raptors,111,"19,800",Air Canada Centre
2005,20160408,Los Angeles Lakers,102,New Orleans Pelicans,110,"18,607",Smoothie King Center
2006,20160408,Memphis Grizzlies,93,Dallas Mavericks,103,"20,211",American Airlines Center
2007,20160408,San Antonio Spurs,98,Denver Nuggets,102,"16,347",Pepsi Center
2008,20160408,Los Angeles Clippers,102,Utah Jazz,99,"19,911",Vivint Smart Home Arena
2009,20160409,Phoenix Suns,121,New Orleans Pelicans,100,"16,932",Smoothie King Center
2010,20160409,Boston Celtics,107,Atlanta Hawks,118,"19,257",Philips Arena
2011,20160409,Golden State Warriors,100,Memphis Grizzlies,99,"18,119",FedEx Forum
2012,20160409,Cleveland Cavaliers,102,Chicago Bulls,105,"22,186",United Center
2013,20160409,Minnesota Timberwolves,106,Portland Trail Blazers,105,"19,733",Moda Center
2014,20160409,Oklahoma City Thunder,112,Sacramento Kings,114,"17,317",Sleep Train Arena
2015,20160410,Charlotte Hornets,98,Washington Wizards,113,"19,187",Verizon Center
2016,20160410,Los Angeles Lakers,110,Houston Rockets,130,"18,442",Toyota Center
2017,20160410,Dallas Mavericks,91,Los Angeles Clippers,98,"19,170",STAPLES Center
2018,20160410,Utah Jazz,100,Denver Nuggets,84,"16,172",Pepsi Center
2019,20160410,Milwaukee Bucks,109,Philadelphia 76ers,108,"16,267",Wells Fargo Center
2020,20160410,Brooklyn Nets,105,Indiana Pacers,129,"18,165",Bankers Life Fieldhouse
2021,20160410,Orlando Magic,96,Miami Heat,118,"19,913",AmericanAirlines Arena
2022,20160410,Golden State Warriors,92,San Antonio Spurs,86,"18,658",AT&T Center
2023,20160410,Toronto Raptors,93,New York Knicks,89,"19,812",Madison Square Garden (IV)
2024,20160411,Atlanta Hawks,94,Cleveland Cavaliers,109,"20,562",Quicken Loans Arena
2025,20160411,Milwaukee Bucks,98,Orlando Magic,107,"18,374",Amway Center
2026,20160411,Charlotte Hornets,114,Boston Celtics,100,"18,624",TD Garden
2027,20160411,Washington Wizards,120,Brooklyn Nets,111,"14,653",Barclays Center
2028,20160411,Houston Rockets,129,Minnesota Timberwolves,105,"14,983",Target Center
2029,20160411,Chicago Bulls,121,New Orleans Pelicans,116,"16,867",Smoothie King Center
2030,20160411,Los Angeles Lakers,79,Oklahoma City Thunder,112,"18,203",Chesapeake Energy Arena
2031,20160411,Dallas Mavericks,101,Utah Jazz,92,"19,911",Vivint Smart Home Arena
2032,20160411,Sacramento Kings,105,Phoenix Suns,101,"17,288",Talking Stick Resort Arena
2033,20160412,New York Knicks,90,Indiana Pacers,102,"17,906",Bankers Life Fieldhouse
2034,20160412,Miami Heat,99,Detroit Pistons,93,"18,575",The Palace of Auburn Hills
2035,20160412,Philadelphia 76ers,98,Toronto Raptors,122,"19,800",Air Canada Centre
2036,20160412,Oklahoma City Thunder,98,San Antonio Spurs,102,"18,765",AT&T Center
2037,20160412,Memphis Grizzlies,84,Los Angeles Clippers,110,"19,147",STAPLES Center
2038,20160413,Miami Heat,88,Boston Celtics,98,"18,624",TD Garden
2039,20160413,Toronto Raptors,103,Brooklyn Nets,96,"16,517",Barclays Center
2040,20160413,Philadelphia 76ers,105,Chicago Bulls,115,"21,777",United Center
2041,20160413,Orlando Magic,103,Charlotte Hornets,117,"17,372",Time Warner Cable Arena
2042,20160413,Detroit Pistons,112,Cleveland Cavaliers,110,"20,562",Quicken Loans Arena
2043,20160413,San Antonio Spurs,96,Dallas Mavericks,91,"20,346",American Airlines Center
2044,20160413,Sacramento Kings,81,Houston Rockets,116,"18,311",Toyota Center
2045,20160413,Indiana Pacers,97,Milwaukee Bucks,92,"16,569",BMO Harris Bradley Center
2046,20160413,New Orleans Pelicans,109,Minnesota Timberwolves,144,"14,889",Target Center
2047,20160413,Atlanta Hawks,98,Washington Wizards,109,"17,399",Verizon Center
2048,20160413,Memphis Grizzlies,104,Golden State Warriors,125,"19,596",Oracle Arena
2049,20160413,Utah Jazz,96,Los Angeles Lakers,101,"18,997",STAPLES Center
2050,20160413,Los Angeles Clippers,105,Phoenix Suns,114,"18,055",Talking Stick Resort Arena
2051,20160413,Denver Nuggets,99,Portland Trail Blazers,107,"19,571",Moda Center
2052,20160416,Indiana Pacers,100,Toronto Raptors,90,"19,800",Air Canada Centre
2053,20160416,Houston Rockets,78,Golden State Warriors,104,"19,596",Oracle Arena
2054,20160416,Boston Celtics,101,Atlanta Hawks,102,"18,980",Philips Arena
2055,20160416,Dallas Mavericks,70,Oklahoma City Thunder,108,"18,203",Chesapeake Energy Arena
2056,20160417,Detroit Pistons,101,Cleveland Cavaliers,106,"20,562",Quicken Loans Arena
2057,20160417,Charlotte Hornets,91,Miami Heat,123,"19,600",AmericanAirlines Arena
2058,20160417,Memphis Grizzlies,74,San Antonio Spurs,106,"18,418",AT&T Center
2059,20160417,Portland Trail Blazers,95,Los Angeles Clippers,115,"19,122",STAPLES Center
2060,20160418,Indiana Pacers,87,Toronto Raptors,98,"19,800",Air Canada Centre
2061,20160418,Dallas Mavericks,85,Oklahoma City Thunder,84,"18,203",Chesapeake Energy Arena
2062,20160418,Houston Rockets,106,Golden State Warriors,115,"19,596",Oracle Arena
2063,20160419,Boston Celtics,72,Atlanta Hawks,89,"18,972",Philips Arena
2064,20160419,Memphis Grizzlies,68,San Antonio Spurs,94,"18,418",AT&T Center
2065,20160420,Charlotte Hornets,103,Miami Heat,115,"19,650",AmericanAirlines Arena
2066,20160420,Detroit Pistons,90,Cleveland Cavaliers,107,"20,562",Quicken Loans Arena
2067,20160420,Portland Trail Blazers,81,Los Angeles Clippers,102,"19,127",STAPLES Center
2068,20160421,Oklahoma City Thunder,131,Dallas Mavericks,102,"20,150",American Airlines Center
2069,20160421,Toronto Raptors,101,Indiana Pacers,85,"18,165",Bankers Life Fieldhouse
2070,20160421,Golden State Warriors,96,Houston Rockets,97,"18,200",Toyota Center
2071,20160422,Cleveland Cavaliers,101,Detroit Pistons,91,"21,584",The Palace of Auburn Hills
2072,20160422,Atlanta Hawks,103,Boston Celtics,111,"18,624",TD Garden
2073,20160422,San Antonio Spurs,96,Memphis Grizzlies,87,"18,119",FedEx Forum
2074,20160423,Toronto Raptors,83,Indiana Pacers,100,"18,165",Bankers Life Fieldhouse
2075,20160423,Miami Heat,80,Charlotte Hornets,96,"19,604",Time Warner Cable Arena
2076,20160423,Oklahoma City Thunder,119,Dallas Mavericks,108,"20,516",American Airlines Center
2077,20160423,Los Angeles Clippers,88,Portland Trail Blazers,96,"19,761",Moda Center
2078,20160424,San Antonio Spurs,116,Memphis Grizzlies,95,"18,119",FedEx Forum
2079,20160424,Golden State Warriors,121,Houston Rockets,94,"18,200",Toyota Center
2080,20160424,Atlanta Hawks,95,Boston Celtics,104,"18,624",TD Garden
2081,20160424,Cleveland Cavaliers,100,Detroit Pistons,98,"21,584",The Palace of Auburn Hills
2082,20160425,Miami Heat,85,Charlotte Hornets,89,"19,156",Time Warner Cable Arena
2083,20160425,Dallas Mavericks,104,Oklahoma City Thunder,118,"18,203",Chesapeake Energy Arena
2084,20160425,Los Angeles Clippers,84,Portland Trail Blazers,98,"19,607",Moda Center
2085,20160426,Indiana Pacers,99,Toronto Raptors,102,"19,800",Air Canada Centre
2086,20160426,Boston Celtics,83,Atlanta Hawks,110,"18,987",Philips Arena
2087,20160427,Charlotte Hornets,90,Miami Heat,88,"19,685",AmericanAirlines Arena
2088,20160427,Portland Trail Blazers,108,Los Angeles Clippers,98,"19,060",STAPLES Center
2089,20160427,Houston Rockets,81,Golden State Warriors,114,"19,596",Oracle Arena
2090,20160428,Atlanta Hawks,104,Boston Celtics,92,"18,624",TD Garden
2091,20160429,Toronto Raptors,83,Indiana Pacers,101,"18,165",Bankers Life Fieldhouse
2092,20160429,Miami Heat,97,Charlotte Hornets,90,"19,636",Time Warner Cable Arena
2093,20160429,Los Angeles Clippers,103,Portland Trail Blazers,106,"19,768",Moda Center
2094,20160430,Oklahoma City Thunder,92,San Antonio Spurs,124,"18,418",AT&T Center
2095,20160501,Charlotte Hornets,73,Miami Heat,106,"19,868",AmericanAirlines Arena
2096,20160501,Portland Trail Blazers,106,Golden State Warriors,118,"19,596",Oracle Arena
2097,20160501,Indiana Pacers,84,Toronto Raptors,89,"20,669",Air Canada Centre
2098,20160502,Atlanta Hawks,93,Cleveland Cavaliers,104,"20,562",Quicken Loans Arena
2099,20160502,Oklahoma City Thunder,98,San Antonio Spurs,97,"18,418",AT&T Center
2100,20160503,Miami Heat,102,Toronto Raptors,96,"19,800",Air Canada Centre
2101,20160503,Portland Trail Blazers,99,Golden State Warriors,110,"19,596",Oracle Arena
2102,20160504,Atlanta Hawks,98,Cleveland Cavaliers,123,"20,562",Quicken Loans Arena
2103,20160505,Miami Heat,92,Toronto Raptors,96,"20,906",Air Canada Centre
2104,20160506,Cleveland Cavaliers,121,Atlanta Hawks,108,"19,089",Philips Arena
2105,20160506,San Antonio Spurs,100,Oklahoma City Thunder,96,"18,203",Chesapeake Energy Arena
2106,20160507,Toronto Raptors,95,Miami Heat,91,"19,675",AmericanAirlines Arena
2107,20160507,Golden State Warriors,108,Portland Trail Blazers,120,"19,673",Moda Center
2108,20160508,Cleveland Cavaliers,100,Atlanta Hawks,99,"19,031",Philips Arena
2109,20160508,San Antonio Spurs,97,Oklahoma City Thunder,111,"18,203",Chesapeake Energy Arena
2110,20160509,Toronto Raptors,87,Miami Heat,94,"19,600",AmericanAirlines Arena
2111,20160509,Golden State Warriors,132,Portland Trail Blazers,125,"19,583",Moda Center
2112,20160510,Oklahoma City Thunder,95,San Antonio Spurs,91,"18,418",AT&T Center
2113,20160511,Miami Heat,91,Toronto Raptors,99,"20,155",Air Canada Centre
2114,20160511,Portland Trail Blazers,121,Golden State Warriors,125,"19,596",Oracle Arena
2115,20160512,San Antonio Spurs,99,Oklahoma City Thunder,113,"18,203",Chesapeake Energy Arena
2116,20160513,Toronto Raptors,91,Miami Heat,103,"19,757",AmericanAirlines Arena
2117,20160515,Miami Heat,89,Toronto Raptors,116,"20,257",Air Canada Centre
2118,20160516,Oklahoma City Thunder,108,Golden State Warriors,102,"19,596",Oracle Arena
2119,20160517,Toronto Raptors,84,Cleveland Cavaliers,115,"20,562",Quicken Loans Arena
2120,20160518,Oklahoma City Thunder,91,Golden State Warriors,118,"19,596",Oracle Arena
2121,20160519,Toronto Raptors,89,Cleveland Cavaliers,108,"20,562",Quicken Loans Arena
2122,20160521,Cleveland Cavaliers,84,Toronto Raptors,99,"20,207",Air Canada Centre
2123,20160522,Golden State Warriors,105,Oklahoma City Thunder,133,"18,203",Chesapeake Energy Arena
2124,20160523,Cleveland Cavaliers,99,Toronto Raptors,105,"20,367",Air Canada Centre
2125,20160524,Golden State Warriors,94,Oklahoma City Thunder,118,"18,203",Chesapeake Energy Arena
2126,20160525,Toronto Raptors,78,Cleveland Cavaliers,116,"20,562",Quicken Loans Arena
2127,20160526,Oklahoma City Thunder,111,Golden State Warriors,120,"19,596",Oracle Arena
2128,20160527,Cleveland Cavaliers,113,Toronto Raptors,87,"20,605",Air Canada Centre
2129,20160528,Golden State Warriors,108,Oklahoma City Thunder,101,"18,203",Chesapeake Energy Arena
2130,20160530,Oklahoma City Thunder,88,Golden State Warriors,96,"19,596",Oracle Arena
2131,20160602,Cleveland Cavaliers,89,Golden State Warriors,104,"19,596",Oracle Arena
2132,20160605,Cleveland Cavaliers,77,Golden State Warriors,110,"19,596",Oracle Arena
2133,20160608,Golden State Warriors,90,Cleveland Cavaliers,120,"20,562",Quicken Loans Arena
2134,20160610,Golden State Warriors,108,Cleveland Cavaliers,97,"20,562",Quicken Loans Arena
2135,20160613,Cleveland Cavaliers,112,Golden State Warriors,97,"19,596",Oracle Arena
2136,20160616,Golden State Warriors,101,Cleveland Cavaliers,115,"20,562",Quicken Loans Arena
2137,20160619,Cleveland Cavaliers,93,Golden State Warriors,89,"19,596",Oracle Arena
2138,20151027,Cleveland Cavaliers,95,Chicago Bulls,97,"21,957",United Center
2139,20151027,Detroit Pistons,106,Atlanta Hawks,94,"19,187",Philips Arena
2140,20151027,New Orleans Pelicans,95,Golden State Warriors,111,"19,596",Oracle Arena
2141,20151028,Washington Wizards,88,Orlando Magic,87,"18,846",Amway Center
2142,20151028,Philadelphia 76ers,95,Boston Celtics,112,"18,624",TD Garden
2143,20151028,Chicago Bulls,115,Brooklyn Nets,100,"17,732",Barclays Center
2144,20151028,Utah Jazz,87,Detroit Pistons,92,"18,434",The Palace of Auburn Hills
2145,20151028,Indiana Pacers,99,Toronto Raptors,106,"19,800",Air Canada Centre
2146,20151028,Charlotte Hornets,94,Miami Heat,104,"19,724",AmericanAirlines Arena
2147,20151028,New York Knicks,122,Milwaukee Bucks,97,"18,717",BMO Harris Bradley Center
2148,20151028,San Antonio Spurs,106,Oklahoma City Thunder,112,"18,203",Chesapeake Energy Arena
2149,20151028,Cleveland Cavaliers,106,Memphis Grizzlies,76,"18,119",FedEx Forum
2150,20151028,Denver Nuggets,105,Houston Rockets,85,"18,240",Toyota Center
2151,20151028,Dallas Mavericks,111,Phoenix Suns,95,"18,055",Talking Stick Resort Arena
2152,20151028,New Orleans Pelicans,94,Portland Trail Blazers,112,"19,393",Moda Center
2153,20151028,Los Angeles Clippers,111,Sacramento Kings,104,"17,458",Sleep Train Arena
2154,20151028,Minnesota Timberwolves,112,Los Angeles Lakers,111,"18,997",STAPLES Center
2155,20151029,Memphis Grizzlies,112,Indiana Pacers,103,"18,165",Bankers Life Fieldhouse
2156,20151029,Atlanta Hawks,112,New York Knicks,101,"19,812",Madison Square Garden (IV)
2157,20151029,Dallas Mavericks,88,Los Angeles Clippers,104,"19,218",STAPLES Center
2158,20151030,Miami Heat,92,Cleveland Cavaliers,102,"20,562",Quicken Loans Arena
2159,20151030,Utah Jazz,99,Philadelphia 76ers,71,"17,122",Wells Fargo Center
2160,20151030,Oklahoma City Thunder,139,Orlando Magic,136,"18,846",Amway Center
2161,20151030,Toronto Raptors,113,Boston Celtics,103,"16,898",TD Garden
2162,20151030,Chicago Bulls,94,Detroit Pistons,98,"16,035",The Palace of Auburn Hills
2163,20151030,Charlotte Hornets,94,Atlanta Hawks,97,"17,024",Philips Arena
2164,20151030,Washington Wizards,118,Milwaukee Bucks,113,"13,858",BMO Harris Bradley Center
2165,20151030,Brooklyn Nets,75,San Antonio Spurs,102,"18,418",AT&T Center
2166,20151030,Minnesota Timberwolves,95,Denver Nuggets,78,"17,660",Pepsi Center
2167,20151030,Golden State Warriors,112,Houston Rockets,92,"18,142",Toyota Center
2168,20151030,Los Angeles Lakers,114,Sacramento Kings,132,"17,391",Sleep Train Arena
2169,20151030,Portland Trail Blazers,92,Phoenix Suns,110,"18,055",Talking Stick Resort Arena
2170,20151031,Utah Jazz,97,Indiana Pacers,76,"14,412",Bankers Life Fieldhouse
2171,20151031,New York Knicks,117,Washington Wizards,110,"20,356",Verizon Center
2172,20151031,Golden State Warriors,134,New Orleans Pelicans,120,"18,406",Smoothie King Center
2173,20151031,Brooklyn Nets,91,Memphis Grizzlies,101,"16,013",FedEx Forum
2174,20151031,Phoenix Suns,101,Portland Trail Blazers,90,"17,906",Moda Center
2175,20151031,Sacramento Kings,109,Los Angeles Clippers,114,"19,060",STAPLES Center
2176,20151101,Atlanta Hawks,94,Charlotte Hornets,92,"18,691",Time Warner Cable Arena
2177,20151101,San Antonio Spurs,95,Boston Celtics,87,"17,461",TD Garden
2178,20151101,Houston Rockets,89,Miami Heat,109,"19,600",AmericanAirlines Arena
2179,20151101,Milwaukee Bucks,87,Toronto Raptors,106,"19,800",Air Canada Centre
2180,20151101,Orlando Magic,87,Chicago Bulls,92,"21,585",United Center
2181,20151101,Denver Nuggets,93,Oklahoma City Thunder,117,"18,203",Chesapeake Energy Arena
2182,20151101,Dallas Mavericks,103,Los Angeles Lakers,93,"18,997",STAPLES Center
